FID,Id,dem,dist
945,0,0.889999986,472.5
946,0,0.889999986,473
947,0,0.889999986,473.5
948,0,0.889999986,474
949,0,0.889999986,474.5
950,0,0.889999986,475
951,0,0.939999998,475.5
952,0,0.889999986,476
953,0,0.889999986,476.5
954,0,0.889999986,477
955,0,0.939999998,477.5
956,0,0.939999998,478
957,0,0.959999979,478.5
958,0,0.959999979,479
959,0,0.980000019,479.5
960,0,0.980000019,480
961,0,0.930000007,480.5
962,0,0.930000007,481
963,0,1.070000052,481.5
964,0,1.070000052,482
965,0,1.059999943,482.5
966,0,1.059999943,483
967,0,1.059999943,483.5
968,0,1.129999995,484
969,0,1.129999995,484.5
970,0,1.340000033,485
971,0,1.190000057,485.5
972,0,1.429999948,486
973,0,1.429999948,486.5
974,0,1.49000001,487
975,0,1.49000001,487.5
976,0,1.590000033,488
977,0,1.590000033,488.5
978,0,1.700000048,489
979,0,1.700000048,489.5
980,0,1.700000048,490
981,0,1.639999986,490.5
982,0,1.690000057,491
983,0,1.690000057,491.5
984,0,1.679999948,492
985,0,1.679999948,492.5
986,0,1.669999957,493
987,0,1.669999957,493.5
988,0,1.620000005,494
989,0,1.620000005,494.5
990,0,1.299999952,495
991,0,1.299999952,495.5
992,0,1.029999971,496
993,0,1.029999971,496.5
994,0,0.889999986,497
995,0,0.889999986,497.5
996,0,0.889999986,498
997,0,0.889999986,498.5
998,0,0.889999986,499
999,0,0.889999986,499.5
1000,0,0.889999986,500
1001,0,0.889999986,500.5
1002,0,0.889999986,501
1003,0,0.889999986,501.5
1004,0,0.980000019,502
1005,0,0.980000019,502.5
1006,0,1.029999971,503
1007,0,1.029999971,503.5
1008,0,1.100000024,504
1009,0,1.100000024,504.5
1010,0,1.159999967,505
1011,0,1.159999967,505.5
1012,0,1.200000048,506
1013,0,1.200000048,506.5
1014,0,1.200000048,507
1015,0,1.25,507.5
1016,0,1.25,508
1017,0,1.279999971,508.5
1018,0,1.279999971,509
1019,0,1.309999943,509.5
1020,0,1.330000043,510
1021,0,1.340000033,510.5
1022,0,1.340000033,511
1023,0,1.480000019,511.5
1024,0,1.480000019,512
1025,0,1.580000043,512.5
1026,0,1.580000043,513
1027,0,1.659999967,513.5
1028,0,1.659999967,514
1029,0,1.649999976,514.5
1030,0,1.649999976,515
1031,0,1.720000029,515.5
1032,0,1.720000029,516
1033,0,1.690000057,516.5
1034,0,1.690000057,517
1035,0,1.639999986,517.5
1036,0,1.639999986,518
1037,0,1.580000043,518.5
1038,0,1.580000043,519
1039,0,1.620000005,519.5
1040,0,1.620000005,520
1041,0,1.649999976,520.5
1042,0,1.649999976,521
1043,0,1.720000029,521.5
1044,0,1.720000029,522
1045,0,1.820000052,522.5
1046,0,1.820000052,523
1047,0,1.830000043,523.5
1048,0,1.830000043,524
1049,0,1.909999967,524.5
1050,0,1.909999967,525
1051,0,1.929999948,525.5
1052,0,1.929999948,526
1053,0,1.909999967,526.5
1054,0,1.909999967,527
1055,0,2.039999962,527.5
1056,0,2.039999962,528
1057,0,2.119999886,528.5
1058,0,2.099999905,529
1059,0,2.00999999,529.5
1060,0,2.00999999,530
1061,0,2.00999999,530.5
1062,0,2.029999971,531
1063,0,2.029999971,531.5
1064,0,2.049999952,532
1065,0,2.049999952,532.5
1066,0,2.069999933,533
1067,0,2.069999933,533.5
1068,0,2.160000086,534
1069,0,2.160000086,534.5
1070,0,2.230000019,535
1071,0,2.230000019,535.5
1072,0,2.269999981,536
1073,0,2.269999981,536.5
1074,0,2.299999952,537
1075,0,2.299999952,537.5
